protein_a	protein_b	involves_dark	genetic_assays
P38850	P38957	0	Negative Genetic
P38843	P40955	0	Dosage Rescue
P38840	P53090	0	Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
P38840	P47176	0	Phenotypic Suppression
P38840	P47039	0	Phenotypic Suppression
P38838	Q12306	0	Dosage Rescue;Phenotypic Suppression;Synthetic Growth Defect
P38838	P40087	0	Dosage Rescue;Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
P38829	Q12181	0	Negative Genetic
P38829	Q05583	0	Negative Genetic
P38829	Q03835	0	Negative Genetic
P38829	P52920	0	Negative Genetic
P38829	P40469	0	Negative Genetic
P38828	P47017	0	Negative Genetic
P38828	P39998	0	Synthetic Growth Defect
P38828	P39517	0	Synthetic Rescue
P38823	Q05791	0	Synthetic Rescue
P38822	Q04439	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
P38822	P60010	0	Negative Genetic
P38822	P39743	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect
P38820	Q08686	0	Phenotypic Suppression
P38820	Q06706	0	Negative Genetic;Synthetic Growth Defect
P38820	Q04868	0	Negative Genetic;Synthetic Growth Defect
P38820	Q02908	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect
P38820	Q02884	0	Negative Genetic;Synthetic Growth Defect
P38820	P53923	0	Positive Genetic
P38820	P53088	0	Positive Genetic
P38820	P42935	0	Negative Genetic;Synthetic Growth Defect
P38817	Q12271	0	Negative Genetic;Synthetic Lethality
P38817	Q06336	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
P38816	P41921	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect
P38815	Q12106	0	Phenotypic Suppression
P38813	Q03691	0	Dosage Rescue;Negative Genetic
P38813	P53008	0	Negative Genetic
P38813	P40350	0	Negative Genetic
P38813	P39005	0	Negative Genetic
P38812	Q06510	0	Phenotypic Enhancement
P38812	Q05776	0	Negative Genetic
P38812	P53230	0	Synthetic Lethality
P38810	Q04491	0	Negative Genetic;Synthetic Lethality
P38810	P53173	0	Positive Genetic
P38810	P40482	0	Dosage Rescue;Negative Genetic
P38806	Q99314	0	Synthetic Growth Defect
P38806	Q12692	0	Negative Genetic;Positive Genetic;Synthetic Lethality
P38806	Q12432	0	Negative Genetic;Synthetic Growth Defect
P38806	Q08649	0	Synthetic Lethality
P38806	Q08465	0	Positive Genetic;Synthetic Lethality
P38806	Q03330	0	Synthetic Lethality
P38806	P80428	0	Synthetic Lethality
P38806	P61830	0	Synthetic Lethality
P38806	P60010	0	Dosage Growth Defect
P38806	P53930	0	Synthetic Lethality
P38806	P53201	0	Synthetic Lethality
P38806	P40963	0	Synthetic Growth Defect
P38806	P39995	0	Synthetic Growth Defect
P38805	Q12220	0	Positive Genetic
P38805	Q12035	0	Positive Genetic
P38805	Q08965	0	Positive Genetic
P38805	Q08962	0	Negative Genetic
P38805	Q08235	0	Negative Genetic
P38805	Q08208	0	Negative Genetic
P38805	Q07953	0	Negative Genetic
P38805	Q07896	0	Negative Genetic
P38805	Q07623	0	Positive Genetic
P38805	Q06218	0	Negative Genetic
P38805	Q06106	0	Positive Genetic
P38805	Q04660	0	Negative Genetic
P38805	Q04373	0	Negative Genetic
P38805	Q02892	0	Negative Genetic
P38805	P53734	0	Negative Genetic
P38805	P53261	0	Negative Genetic
P38805	P53221	0	Negative Genetic
P38805	P49167	0	Negative Genetic
P38805	P40991	0	Negative Genetic
P38805	P40693	0	Negative Genetic
P38805	P40007	0	Negative Genetic
P38803	Q07845	0	Negative Genetic
P38803	Q02892	0	Negative Genetic
P38803	P53313	0	Negative Genetic
P38803	P53188	0	Negative Genetic
P38803	P40010	0	Negative Genetic
P38801	Q12522	0	Negative Genetic
P38801	Q12460	0	Negative Genetic
P38801	Q12277	0	Negative Genetic
P38801	Q12149	0	Dosage Rescue;Phenotypic Suppression;Positive Genetic;Synthetic Growth Defect
P38801	Q08746	0	Synthetic Lethality
P38801	Q08492	0	Negative Genetic
P38801	Q08162	0	Negative Genetic
P38801	Q07915	0	Negative Genetic
P38801	Q06679	0	Synthetic Growth Defect
P38801	Q05946	0	Negative Genetic
P38801	Q05636	0	Negative Genetic
P38801	Q05498	0	Negative Genetic
P38801	Q02892	0	Negative Genetic
P38801	P53859	0	Negative Genetic
P38801	P53331	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P38801	P53276	0	Negative Genetic
P38801	P53261	0	Synthetic Growth Defect
P38801	P48240	0	Negative Genetic
P38801	P47047	0	Negative Genetic
P38801	P46948	0	Negative Genetic
P38801	P40362	0	Synthetic Lethality
P38801	P40079	0	Positive Genetic;Synthetic Growth Defect
P38798	Q12149	0	Phenotypic Enhancement
P38797	Q12511	0	Synthetic Growth Defect
P38797	P39966	0	Synthetic Growth Defect
P38796	P53733	0	Negative Genetic
P38796	P40454	0	Negative Genetic
P38795	P53687	0	Negative Genetic
P38795	P53322	0	Negative Genetic
P38792	Q12460	0	Negative Genetic
P38792	Q12277	0	Negative Genetic
P38792	Q12220	0	Negative Genetic
P38792	Q12149	0	Negative Genetic;Synthetic Growth Defect
P38792	Q08162	0	Negative Genetic
P38792	Q06287	0	Negative Genetic
P38792	Q05946	0	Negative Genetic
P38792	Q05636	0	Negative Genetic
P38792	Q02354	0	Negative Genetic
P38792	P53859	0	Negative Genetic
P38792	P48240	0	Negative Genetic
P38792	P47047	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect
P38792	P46948	0	Negative Genetic
P38792	P38801	0	Synthetic Growth Defect
P38791	Q12074	0	Negative Genetic
P38790	Q12283	0	Positive Genetic
P38790	P47051	0	Positive Genetic
P38790	P39726	0	Positive Genetic
P38790	P39525	0	Positive Genetic
P38789	Q12499	0	Negative Genetic
P38789	Q12460	0	Negative Genetic
P38789	Q12153	0	Negative Genetic;Synthetic Lethality
P38789	Q08237	0	Negative Genetic
P38789	Q08235	0	Negative Genetic
P38789	Q08208	0	Negative Genetic
P38789	Q07915	0	Negative Genetic
P38789	Q07896	0	Negative Genetic
P38789	Q07381	0	Negative Genetic
P38789	Q06106	0	Positive Genetic
P38789	Q02892	0	Negative Genetic
P38789	Q01080	0	Positive Genetic
P38789	P53136	0	Negative Genetic
P38789	P53131	0	Negative Genetic
P38789	P47047	0	Negative Genetic
P38789	P40991	0	Negative Genetic
P38789	P40693	0	Negative Genetic
P38789	P40079	0	Positive Genetic
P38789	P40010	0	Negative Genetic
P38789	P40007	0	Negative Genetic
P38789	P38961	0	Positive Genetic
P38788	P38879	0	Synthetic Growth Defect
P38778	P54999	0	Negative Genetic
P38772	Q12499	0	Negative Genetic
P38772	Q03940	0	Negative Genetic
P38772	P39990	0	Negative Genetic
P38768	Q12499	0	Negative Genetic;Synthetic Growth Defect
P38768	Q12464	0	Negative Genetic;Synthetic Growth Defect
P38768	Q12460	0	Positive Genetic
P38768	Q03940	0	Negative Genetic;Synthetic Growth Defect
P38768	P53038	0	Negative Genetic
P38768	P39990	0	Negative Genetic
P38759	Q99260	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P38759	Q08826	0	Phenotypic Enhancement
P38759	P47057	0	Negative Genetic
P38759	P40335	0	Positive Genetic
P38758	P53286	0	Phenotypic Suppression
P38756	Q04868	0	Negative Genetic
P38756	Q02908	0	Negative Genetic
P38756	P40554	0	Negative Genetic
P38755	Q02201	0	Synthetic Growth Defect
P38754	P53937	0	Negative Genetic
P38753	Q06263	0	Negative Genetic
P38753	P69771	0	Negative Genetic
P38753	P48582	0	Phenotypic Enhancement;Positive Genetic
P38753	P42939	0	Negative Genetic
P38751	Q12318	0	Positive Genetic
P38751	P40562	0	Synthetic Growth Defect
P38751	P40465	0	Positive Genetic
P38751	P38957	0	Positive Genetic
P38751	P38850	0	Negative Genetic
P38738	Q12454	0	Negative Genetic
P38738	P53965	0	Negative Genetic
P38738	P53949	0	Negative Genetic
P38738	P50946	0	Negative Genetic
P38736	Q99260	0	Dosage Rescue;Negative Genetic;Synthetic Lethality
P38736	Q04338	0	Negative Genetic
P38736	Q03322	0	Negative Genetic;Synthetic Rescue
P38736	Q02804	0	Negative Genetic;Synthetic Growth Defect
P38736	P53337	0	Negative Genetic;Phenotypic Enhancement
P38720	P54115	0	Negative Genetic
P38720	P53319	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P38720	P46969	0	Synthetic Lethality
P38715	P54114	0	Negative Genetic
P38715	P50107	0	Dosage Rescue;Phenotypic Enhancement
P38713	P40075	0	Dosage Rescue;Phenotypic Suppression
P38712	Q12220	0	Negative Genetic
P38712	Q08965	0	Negative Genetic
P38712	Q06344	0	Negative Genetic
P38712	Q06218	0	Negative Genetic
P38712	Q05946	0	Negative Genetic
P38712	P53914	0	Negative Genetic
P38712	P53742	0	Negative Genetic
P38712	P40991	0	Negative Genetic
P38712	P40498	0	Negative Genetic
P38712	P40055	0	Negative Genetic
P38711	Q12499	0	Negative Genetic
P38711	Q12149	0	Negative Genetic
P38711	Q08199	0	Negative Genetic
P38711	Q01855	0	Negative Genetic
P38711	P43588	0	Negative Genetic
P38711	P40362	0	Positive Genetic
P38711	P40160	0	Negative Genetic
P38710	Q05533	0	Phenotypic Enhancement;Synthetic Lethality
P38705	P40825	0	Positive Genetic
P38703	Q06144	0	Positive Genetic
P38703	Q03529	0	Positive Genetic
P38703	Q02896	0	Dosage Rescue;Phenotypic Enhancement;Synthetic Lethality
P38703	P47013	0	Negative Genetic
P38703	P40319	0	Negative Genetic
P38699	P39073	0	Negative Genetic
P38698	Q04119	0	Phenotypic Enhancement
P38697	P50095	0	Dosage Rescue
P38697	P50094	0	Dosage Rescue
P38696	Q05933	0	Negative Genetic
P38696	Q03048	0	Negative Genetic
P38696	P53378	0	Synthetic Growth Defect;Synthetic Lethality;Synthetic Rescue
P38696	P53086	0	Negative Genetic;Synthetic Lethality
P38696	P47117	0	Positive Genetic
P38696	P40013	0	Negative Genetic;Synthetic Lethality
P38695	P39004	0	Phenotypic Enhancement
P38695	P39003	0	Phenotypic Enhancement
P38689	Q12265	0	Synthetic Lethality
P38688	Q12690	0	Negative Genetic
P38637	Q02821	0	Dosage Rescue;Negative Genetic
P38637	P43588	0	Dosage Rescue;Negative Genetic
P38636	P38995	0	Dosage Rescue;Synthetic Lethality
P38633	Q12692	0	Negative Genetic;Synthetic Growth Defect
P38633	Q08278	0	Negative Genetic;Synthetic Growth Defect
P38633	Q06213	0	Negative Genetic
P38633	Q04226	0	Negative Genetic
P38633	P53114	0	Synthetic Growth Defect
P38633	P47821	0	Positive Genetic
P38633	P46995	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P38633	P39073	0	Positive Genetic
P38632	Q12749	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P38632	Q12306	0	Negative Genetic;Phenotypic Suppression
P38632	Q12223	0	Phenotypic Enhancement;Phenotypic Suppression
P38632	Q08204	0	Dosage Rescue;Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P38632	Q07913	0	Negative Genetic;Synthetic Growth Defect
P38632	Q05541	0	Negative Genetic;Synthetic Growth Defect
P38632	Q04149	0	Negative Genetic
P38632	Q03718	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect
P38632	Q02685	0	Negative Genetic
P38632	P50623	0	Negative Genetic
P38632	P43124	0	Negative Genetic;Synthetic Growth Defect
P38632	P40562	0	Dosage Growth Defect;Phenotypic Enhancement;Phenotypic Suppression;Synthetic Rescue
P38632	P38850	0	Negative Genetic
P38630	Q02574	0	Phenotypic Enhancement;Synthetic Growth Defect
P38630	Q01454	0	Negative Genetic
P38630	P49956	0	Negative Genetic
P38630	P43605	0	Negative Genetic
P38630	P40348	0	Negative Genetic;Synthetic Lethality
P38630	P40339	0	Negative Genetic
P38630	P38877	0	Negative Genetic
P38627	P41805	0	Negative Genetic
P38624	Q12377	0	Negative Genetic
P38624	Q12250	0	Negative Genetic
P38624	Q08723	0	Negative Genetic
P38624	P43593	0	Synthetic Rescue
P38624	P40303	0	Positive Genetic
P38624	P40302	0	Positive Genetic
P38624	P38886	0	Negative Genetic
P38604	Q12452	0	Negative Genetic
P38604	Q12051	0	Negative Genetic
P38604	Q07804	0	Negative Genetic
P38604	P54839	0	Negative Genetic
P38604	P53199	0	Positive Genetic
P38555	Q99394	0	Dosage Rescue
P38555	Q99260	0	Positive Genetic
P38555	Q06389	0	Negative Genetic
P38555	Q04183	0	Dosage Rescue
P38555	Q03660	0	Dosage Rescue;Phenotypic Suppression;Synthetic Lethality
P38555	P51996	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
P38555	P40994	0	Negative Genetic
P38555	P39531	0	Negative Genetic
P38523	Q07914	0	Negative Genetic
P38523	Q03020	0	Negative Genetic
P38523	Q02889	0	Negative Genetic
P38523	Q02776	0	Negative Genetic
P38523	P57744	0	Negative Genetic
P38523	P42949	0	Negative Genetic
P38431	P38912	0	Phenotypic Enhancement;Phenotypic Suppression;Synthetic Lethality;Synthetic Rescue
P38429	Q12692	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P38429	Q12432	0	Negative Genetic
P38429	Q06697	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P38429	P53096	0	Negative Genetic;Synthetic Growth Defect
P38428	Q08109	0	Phenotypic Suppression
P38428	Q05787	0	Phenotypic Suppression
P38428	Q02159	0	Phenotypic Suppression
P38427	Q00764	0	Synthetic Lethality
P38426	Q00764	0	Synthetic Lethality
P38426	P38427	0	Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
P38361	P39535	0	Synthetic Growth Defect;Synthetic Lethality
P38359	Q12325	0	Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
P38359	P53273	0	Synthetic Lethality
P38353	Q04697	0	Negative Genetic
P38353	P48589	0	Phenotypic Enhancement
P38351	Q03957	0	Synthetic Lethality
P38351	Q02884	0	Synthetic Growth Defect;Synthetic Lethality
P38351	P89105	0	Synthetic Rescue
P38351	P61830	0	Phenotypic Suppression;Synthetic Rescue
P38351	P53064	0	Synthetic Rescue
P38351	P46995	0	Phenotypic Enhancement;Phenotypic Suppression;Synthetic Growth Defect;Synthetic Lethality
P38348	Q12373	0	Phenotypic Suppression
P38348	Q12341	0	Phenotypic Suppression
P38348	Q06674	0	Phenotypic Enhancement
P38348	P53196	0	Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Rescue
P38348	P50086	0	Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Rescue
P38348	P40555	0	Phenotypic Enhancement;Synthetic Growth Defect
P38348	P40327	0	Dosage Rescue;Negative Genetic;Synthetic Growth Defect
P38347	P47163	0	Phenotypic Enhancement
P38344	Q12522	0	Negative Genetic
P38344	Q07953	0	Negative Genetic
P38344	Q06709	0	Negative Genetic;Phenotypic Suppression;Synthetic Growth Defect;Synthetic Lethality
P38344	Q03862	0	Phenotypic Suppression;Synthetic Rescue
P38344	Q02892	0	Negative Genetic
P38344	P53893	0	Negative Genetic
P38344	P53145	0	Negative Genetic
P38344	P49626	0	Negative Genetic
P38344	P47019	0	Phenotypic Suppression
P38344	P41805	0	Negative Genetic
P38344	P38961	0	Negative Genetic
P38344	P38789	0	Positive Genetic
P38342	Q03529	0	Positive Genetic
P38342	P47013	0	Negative Genetic
P38342	P40970	0	Negative Genetic
P38339	Q05080	0	Dosage Rescue
P38339	Q00246	0	Synthetic Rescue
P38339	Q00245	0	Synthetic Lethality;Synthetic Rescue
P38336	Q06406	0	Negative Genetic
P38334	Q99394	0	Negative Genetic
P38334	Q03784	0	Negative Genetic
P38334	Q03660	0	Negative Genetic
P38334	Q03630	0	Negative Genetic
P38334	P46944	0	Positive Genetic
P38334	P38555	0	Negative Genetic
P38333	Q12277	0	Negative Genetic
P38333	Q12149	0	Negative Genetic
P38333	Q12035	0	Negative Genetic
P38333	Q08972	0	Negative Genetic
P38333	Q08962	0	Negative Genetic
P38333	Q08492	0	Negative Genetic
P38333	Q08162	0	Negative Genetic
P38333	Q06287	0	Negative Genetic
P38333	Q06106	0	Negative Genetic
P38333	Q05946	0	Negative Genetic
P38333	Q05636	0	Negative Genetic
P38333	Q05498	0	Negative Genetic
P38333	Q04305	0	Negative Genetic
P38333	Q04177	0	Negative Genetic
P38333	Q03532	0	Negative Genetic
P38333	Q02354	0	Negative Genetic
P38333	Q01855	0	Negative Genetic
P38333	P53914	0	Negative Genetic
P38333	P53859	0	Negative Genetic
P38333	P53276	0	Negative Genetic
P38333	P53251	0	Negative Genetic
P38333	P48589	0	Synthetic Lethality
P38333	P48240	0	Negative Genetic
P38333	P47047	0	Negative Genetic
P38333	P46948	0	Negative Genetic
P38333	P46654	0	Negative Genetic
P38333	P40470	0	Negative Genetic
P38333	P40160	0	Negative Genetic
P38333	P40055	0	Negative Genetic
P38333	P39990	0	Negative Genetic
P38333	P38961	0	Negative Genetic
P38333	P38882	0	Negative Genetic
P38328	Q12342	0	Negative Genetic
P38328	Q05933	0	Negative Genetic;Synthetic Lethality
P38328	Q04439	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P38328	P60010	0	Negative Genetic
P38328	P53731	0	Dosage Rescue;Negative Genetic
P38328	P47117	0	Negative Genetic
P38328	P40518	0	Negative Genetic
P38326	Q12692	0	Phenotypic Suppression;Positive Genetic;Synthetic Rescue
P38326	Q12509	0	Positive Genetic
P38326	P80428	0	Synthetic Lethality
P38326	P60010	0	Negative Genetic
P38326	P53930	0	Positive Genetic
P38326	P53201	0	Positive Genetic;Synthetic Lethality
P38326	P40060	0	Negative Genetic;Synthetic Growth Defect
P38324	Q04149	0	Synthetic Growth Defect
P38324	Q02685	0	Negative Genetic;Synthetic Lethality
P38323	Q07534	0	Negative Genetic
P38319	Q08387	0	Phenotypic Enhancement
P38319	Q04149	0	Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
P38319	Q03796	0	Synthetic Growth Defect
P38319	P38838	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
P38316	Q12380	0	Positive Genetic
P38316	Q07879	0	Positive Genetic
P38316	Q06410	0	Positive Genetic
P38316	Q02948	0	Positive Genetic
P38316	Q02887	0	Phenotypic Enhancement;Positive Genetic
P38316	P53867	0	Phenotypic Enhancement
P38316	P43601	0	Positive Genetic
P38316	P38862	0	Positive Genetic
P38314	P53172	0	Phenotypic Enhancement;Synthetic Growth Defect
P38307	Q08109	0	Phenotypic Suppression
P38307	Q05787	0	Phenotypic Suppression
P38307	Q04651	0	Phenotypic Suppression
P38307	P40466	0	Phenotypic Enhancement
P38304	Q99278	0	Negative Genetic
P38304	Q08278	0	Negative Genetic
P38304	Q06213	0	Negative Genetic
P38304	P53114	0	Negative Genetic;Synthetic Growth Defect
P38304	P47822	0	Negative Genetic
P38304	P38902	0	Negative Genetic
P38304	P38633	0	Negative Genetic;Synthetic Growth Defect
P38301	Q99385	0	Synthetic Growth Defect
P38301	P38929	0	Synthetic Growth Defect
P38300	Q08179	0	Synthetic Growth Defect
P38300	P53736	0	Negative Genetic;Synthetic Growth Defect
P38300	P40341	0	Dosage Rescue
P38300	P39952	0	Synthetic Growth Defect
P38300	P39925	0	Dosage Rescue
P38298	P40015	0	Phenotypic Suppression
P38298	P38703	0	Dosage Rescue;Phenotypic Enhancement;Synthetic Lethality
P38297	Q05930	0	Dosage Rescue;Synthetic Growth Defect;Synthetic Rescue
P38297	Q01476	0	Dosage Rescue
P38297	P54861	0	Phenotypic Enhancement;Phenotypic Suppression;Positive Genetic;Synthetic Rescue
P38297	P40515	0	Phenotypic Enhancement;Synthetic Rescue
P38297	P39722	0	Dosage Rescue;Negative Genetic
P38295	P40353	0	Phenotypic Enhancement
P38293	P40303	0	Negative Genetic
P38293	P38886	0	Negative Genetic
P38291	Q12460	0	Positive Genetic
P38291	P57743	0	Negative Genetic
P38291	P53905	0	Negative Genetic
P38291	P53833	0	Negative Genetic
P38291	P53218	0	Negative Genetic
P38291	P41812	0	Negative Genetic
P38291	P40993	0	Negative Genetic
P38291	P39990	0	Positive Genetic
P38291	P38786	0	Negative Genetic
P38287	P38992	0	Phenotypic Suppression;Synthetic Rescue
P38287	P38954	0	Negative Genetic
P38286	Q99190	0	Synthetic Growth Defect
P38286	P40471	0	Synthetic Lethality
P38286	P40319	0	Synthetic Growth Defect
P38285	Q00362	0	Synthetic Rescue
P38285	P52286	0	Dosage Lethality
P38285	P38987	0	Dosage Lethality;Dosage Rescue
P38276	Q12285	0	Synthetic Rescue
P38276	Q12154	0	Phenotypic Suppression;Synthetic Rescue
P38276	Q12118	0	Synthetic Rescue
P38270	Q12380	0	Positive Genetic
P38270	Q07879	0	Positive Genetic
P38270	Q06671	0	Positive Genetic
P38270	Q05919	0	Positive Genetic
P38270	Q02948	0	Phenotypic Suppression;Positive Genetic
P38270	P40344	0	Positive Genetic
P38265	Q06162	0	Phenotypic Suppression;Synthetic Growth Defect
P38265	Q03954	0	Negative Genetic
P38265	P40958	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P38265	P40957	0	Negative Genetic;Synthetic Growth Defect
P38265	P40013	0	Negative Genetic;Phenotypic Enhancement;Synthetic Lethality
P38265	P39731	0	Negative Genetic
P38265	P38907	0	Phenotypic Enhancement;Synthetic Growth Defect
P38264	Q99382	0	Synthetic Growth Defect
P38264	P46956	0	Negative Genetic;Phenotypic Enhancement;Synthetic Rescue
P38262	Q12692	0	Negative Genetic;Synthetic Growth Defect
P38262	Q06142	0	Negative Genetic
P38262	Q03010	0	Negative Genetic
P38262	P53096	0	Positive Genetic
P38262	P46995	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P38262	P38429	0	Negative Genetic;Synthetic Growth Defect
P38260	P53286	0	Synthetic Growth Defect;Synthetic Rescue
P38260	P40992	0	Positive Genetic
P38260	P40548	0	Synthetic Rescue
P38254	P39998	0	Dosage Rescue;Phenotypic Suppression
P38254	P39517	0	Dosage Rescue
P38251	Q08032	0	Synthetic Lethality
P38251	Q03406	0	Negative Genetic;Synthetic Lethality
P38251	Q01454	0	Negative Genetic
P38251	P49956	0	Positive Genetic
P38251	P47037	0	Negative Genetic;Synthetic Growth Defect
P38251	P46957	0	Negative Genetic
P38251	P43605	0	Synthetic Rescue
P38251	P40958	0	Phenotypic Suppression
P38251	P40348	0	Dosage Rescue;Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P38251	P40339	0	Negative Genetic
P38251	P38630	0	Negative Genetic;Synthetic Rescue
P38249	Q3E792	0	Negative Genetic
P38249	Q3E754	0	Negative Genetic
P38249	P53937	0	Negative Genetic
P38249	P53235	0	Negative Genetic
P38249	P43588	0	Positive Genetic
P38249	P38912	0	Negative Genetic
P38249	P38711	0	Negative Genetic
P38249	P38431	0	Dosage Growth Defect
P38248	P40367	0	Dosage Rescue;Negative Genetic
P38247	Q00582	0	Positive Genetic;Synthetic Rescue
P38242	Q12001	0	Negative Genetic
P38242	P53178	0	Negative Genetic
P38242	P40351	0	Negative Genetic
P38242	P40350	0	Negative Genetic
P38242	P39007	0	Negative Genetic
P38241	Q6Q546	0	Synthetic Growth Defect
P38241	Q12309	0	Negative Genetic
P38241	Q08963	0	Negative Genetic
P38241	Q08920	0	Negative Genetic
P38241	Q07930	0	Negative Genetic;Synthetic Growth Defect
P38241	Q06835	0	Negative Genetic
P38241	Q04693	0	Negative Genetic
P38241	Q04048	0	Negative Genetic
P38241	Q03375	0	Negative Genetic;Synthetic Lethality
P38241	Q02775	0	Negative Genetic;Synthetic Lethality
P38241	P53277	0	Negative Genetic
P38241	P53131	0	Negative Genetic
P38241	P46947	0	Negative Genetic
P38241	P40968	0	Synthetic Lethality
P38241	P40565	0	Negative Genetic
P38238	Q12009	0	Positive Genetic
P38238	P53927	0	Positive Genetic
P38237	Q08003	0	Dosage Growth Defect
P38237	Q01476	0	Negative Genetic;Synthetic Growth Defect
P38225	Q12452	0	Negative Genetic
P38225	P47912	0	Dosage Rescue;Synthetic Lethality
P38222	Q12504	0	Phenotypic Enhancement
P38221	Q08650	0	Phenotypic Suppression
P38221	P53230	0	Dosage Rescue
P38221	P40345	0	Phenotypic Suppression
P38217	Q06142	0	Negative Genetic
P38217	P52918	0	Positive Genetic
P38211	Q07830	0	Negative Genetic
P38211	Q06636	0	Negative Genetic
P38211	Q04174	0	Negative Genetic
P38211	Q04082	0	Negative Genetic
P38211	Q04080	0	Negative Genetic
P38211	P53961	0	Negative Genetic
P38211	P53896	0	Dosage Rescue;Negative Genetic
P38211	P50108	0	Negative Genetic
P38211	P49018	0	Negative Genetic
P38211	P46961	0	Negative Genetic
P38211	P40367	0	Negative Genetic
P38211	P39012	0	Negative Genetic
P38211	P38875	0	Negative Genetic
P38208	P53905	0	Negative Genetic
P38208	P41812	0	Negative Genetic
P38207	Q08214	0	Phenotypic Enhancement;Synthetic Rescue
P38207	Q03796	0	Synthetic Growth Defect
P38207	Q02260	0	Negative Genetic
P38207	P53942	0	Synthetic Growth Defect;Synthetic Lethality
P38207	P38319	0	Synthetic Growth Defect;Synthetic Lethality
P38206	P53954	0	Dosage Rescue
P38205	Q12463	0	Positive Genetic
P38205	Q12009	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
P38205	Q08647	0	Phenotypic Enhancement
P38205	Q06053	0	Phenotypic Enhancement
P38205	Q03774	0	Negative Genetic;Synthetic Lethality
P38205	P46959	0	Negative Genetic
P38205	P38238	0	Positive Genetic
P38203	Q12417	0	Negative Genetic
P38203	Q12368	0	Negative Genetic
P38203	Q12309	0	Negative Genetic
P38203	Q08963	0	Negative Genetic
P38203	Q07930	0	Negative Genetic
P38203	Q06835	0	Negative Genetic
P38203	Q06406	0	Negative Genetic
P38203	Q06217	0	Negative Genetic
P38203	Q04693	0	Negative Genetic
P38203	Q03338	0	Negative Genetic
P38203	P57743	0	Negative Genetic;Synthetic Lethality
P38203	P53905	0	Negative Genetic
P38203	P53833	0	Negative Genetic
P38203	P49960	0	Dosage Rescue;Negative Genetic
P38203	P49704	0	Negative Genetic
P38203	P47093	0	Dosage Rescue;Negative Genetic;Synthetic Growth Defect
P38203	P46947	0	Negative Genetic
P38203	P43589	0	Negative Genetic
P38203	P40993	0	Negative Genetic
P38203	P40565	0	Negative Genetic
P38203	P40089	0	Synthetic Growth Defect
P38202	Q07915	0	Negative Genetic
P38202	Q04031	0	Negative Genetic
P38199	P39517	0	Dosage Rescue
P38199	P39008	0	Synthetic Growth Defect
P38196	P40367	0	Synthetic Growth Defect
P38182	Q05568	0	Negative Genetic
P38182	P60010	0	Negative Genetic
P38182	P53867	0	Dosage Rescue;Negative Genetic;Phenotypic Enhancement
P38182	P47057	0	Phenotypic Enhancement
P38182	P38886	0	Phenotypic Enhancement
P38182	P38862	0	Negative Genetic
P38179	Q92316	0	Negative Genetic
P38179	Q12001	0	Phenotypic Suppression
P38179	Q03723	0	Negative Genetic
P38179	Q02795	0	Negative Genetic
P38179	P53954	0	Synthetic Growth Defect;Synthetic Lethality
P38179	P53868	0	Phenotypic Suppression
P38179	P53730	0	Phenotypic Suppression
P38179	P50076	0	Phenotypic Suppression
P38179	P48439	0	Negative Genetic
P38179	P41543	0	Negative Genetic
P38179	P40351	0	Phenotypic Suppression
P38179	P40350	0	Phenotypic Suppression;Positive Genetic
P38179	P39007	0	Negative Genetic;Synthetic Growth Defect
P38174	Q01662	0	Phenotypic Suppression;Synthetic Lethality
P38169	P53322	0	Negative Genetic
P38169	P39683	0	Negative Genetic;Synthetic Lethality
P38164	Q04491	0	Negative Genetic
P38164	P53237	0	Negative Genetic
