protein_a	protein_b	involves_dark	genetic_assays
P11655	P32915	0	Negative Genetic
P11655	P32601	0	Negative Genetic
P11655	P29295	0	Phenotypic Suppression;Synthetic Rescue
P11655	P25560	0	Negative Genetic
P11655	P22214	0	Negative Genetic
P11655	P20606	0	Dosage Rescue;Phenotypic Enhancement;Phenotypic Suppression;Synthetic Rescue
P11655	P18414	0	Dosage Rescue
P11655	P15303	0	Negative Genetic
P11633	Q04636	0	Synthetic Lethality
P11633	P43609	0	Phenotypic Enhancement;Synthetic Growth Defect
P11633	P32597	0	Synthetic Growth Defect
P11633	P32558	0	Dosage Rescue;Synthetic Growth Defect;Synthetic Lethality
P11633	P29056	0	Dosage Rescue
P11632	Q12406	0	Dosage Rescue
P11632	Q05123	0	Dosage Rescue;Synthetic Growth Defect
P11632	Q04636	0	Synthetic Lethality
P11632	P61830	0	Dosage Lethality
P11632	P43609	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect
P11632	P32597	0	Synthetic Growth Defect
P11632	P32558	0	Dosage Rescue;Synthetic Growth Defect;Synthetic Lethality
P11632	P29056	0	Dosage Rescue
P11632	P13393	0	Dosage Rescue
P11632	P11633	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect
P11586	P13995	0	Negative Genetic
P11584	Q27591	0	Phenotypic Enhancement;Phenotypic Suppression
P11584	Q24247	0	Phenotypic Suppression
P11584	P12080	0	Phenotypic Enhancement;Phenotypic Suppression
P11491	P19881	0	Phenotypic Enhancement
P11484	P40150	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
P11484	P38788	0	Dosage Rescue;Synthetic Growth Defect
P11484	P38011	0	Phenotypic Suppression
P11484	P32589	0	Dosage Lethality
P11484	P32527	0	Synthetic Rescue
P11484	P31539	0	Dosage Rescue
P11484	P15108	0	Synthetic Growth Defect
P11484	P14126	0	Synthetic Lethality
P11433	Q12434	0	Dosage Lethality;Negative Genetic
P11433	Q00245	0	Negative Genetic
P11433	P60010	0	Negative Genetic
P11433	P39011	0	Negative Genetic;Synthetic Lethality
P11433	P32458	0	Negative Genetic
P11433	P19658	0	Negative Genetic
P11433	P19073	0	Dosage Rescue;Negative Genetic;Phenotypic Suppression;Synthetic Lethality
P11433	P13856	0	Dosage Rescue;Negative Genetic;Synthetic Rescue
P11412	P54115	0	Dosage Rescue;Negative Genetic
P11412	P53228	0	Phenotypic Enhancement;Synthetic Lethality
P11412	P46969	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P11412	P33315	0	Synthetic Lethality
P11412	P32178	0	Synthetic Lethality
P11412	P28777	0	Synthetic Lethality
P11412	P23254	0	Negative Genetic;Phenotypic Suppression;Synthetic Growth Defect;Synthetic Lethality
P11412	P15019	0	Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
P11353	P32347	0	Phenotypic Enhancement
P11353	P28789	0	Phenotypic Enhancement
P11353	P21147	0	Negative Genetic
P11349	P19317	0	Positive Genetic
P11309	Q9P1W9	0	Negative Genetic
P11154	P32327	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P11154	P30952	0	Dosage Rescue
P11154	P28240	0	Dosage Rescue;Synthetic Lethality
P11076	Q12234	0	Positive Genetic
P11076	Q08951	0	Negative Genetic
P11076	Q06389	0	Negative Genetic
P11076	Q06385	0	Phenotypic Enhancement;Phenotypic Suppression;Synthetic Growth Defect
P11076	Q02804	0	Negative Genetic;Synthetic Growth Defect
P11076	P60010	0	Positive Genetic
P11076	P43621	0	Negative Genetic
P11076	P41811	0	Dosage Lethality
P11076	P41810	0	Negative Genetic
P11076	P40955	0	Synthetic Rescue
P11076	P40529	0	Dosage Rescue;Synthetic Growth Defect
P11076	P40509	0	Negative Genetic
P11076	P39524	0	Negative Genetic;Synthetic Lethality
P11076	P38555	0	Dosage Rescue;Negative Genetic
P11076	P38116	0	Negative Genetic;Synthetic Lethality
P11076	P32368	0	Negative Genetic
P11076	P32074	0	Synthetic Lethality
P11076	P25656	0	Negative Genetic;Synthetic Lethality
P11076	P25385	0	Dosage Rescue
P11076	P24280	0	Negative Genetic;Synthetic Growth Defect;Synthetic Rescue
P11076	P22804	0	Dosage Rescue
P11076	P22214	0	Negative Genetic
P11076	P19146	0	Dosage Rescue;Negative Genetic;Phenotypic Enhancement;Synthetic Lethality
P11076	P14743	0	Negative Genetic
P10963	P16861	0	Phenotypic Suppression
P10963	P12695	0	Negative Genetic
P10962	Q12499	0	Negative Genetic
P10962	Q08235	0	Negative Genetic
P10962	Q08208	0	Negative Genetic
P10962	Q08004	0	Positive Genetic
P10962	Q06218	0	Negative Genetic
P10962	Q03532	0	Negative Genetic
P10962	Q02892	0	Negative Genetic
P10962	P53734	0	Negative Genetic
P10962	P40991	0	Negative Genetic
P10962	P40693	0	Negative Genetic
P10962	P40007	0	Negative Genetic
P10962	P38961	0	Negative Genetic
P10962	P38805	0	Negative Genetic
P10962	P38789	0	Negative Genetic
P10962	P38112	0	Negative Genetic
P10962	P37838	0	Negative Genetic
P10962	P36080	0	Negative Genetic
P10962	P36049	0	Negative Genetic
P10962	P35178	0	Negative Genetic
P10962	P32892	0	Negative Genetic
P10962	P20484	0	Negative Genetic
P10962	P20447	0	Negative Genetic
P10906	P60752	0	Positive Genetic
P10902	P22106	0	Positive Genetic
P10869	P52893	0	Negative Genetic
P10869	P33330	0	Positive Genetic
P10869	P31116	0	Phenotypic Suppression;Positive Genetic;Synthetic Rescue
P10869	P20081	0	Synthetic Rescue
P10869	P17423	0	Positive Genetic;Synthetic Lethality;Synthetic Rescue
P10869	P16120	0	Positive Genetic;Synthetic Rescue
P10823	Q08886	0	Phenotypic Suppression
P10823	P53879	0	Synthetic Growth Defect
P10664	Q06090	0	Negative Genetic
P10664	Q03771	0	Negative Genetic;Synthetic Rescue
P10664	P53188	0	Positive Genetic
P10664	P49626	0	Negative Genetic;Synthetic Lethality
P10664	P43588	0	Negative Genetic
P10664	P40055	0	Positive Genetic
P10664	P38711	0	Negative Genetic
P10664	P38344	0	Negative Genetic
P10664	P35691	0	Negative Genetic
P10664	P32481	0	Positive Genetic
P10664	P16370	0	Negative Genetic
P10664	P10962	0	Negative Genetic
P10662	P17558	0	Synthetic Growth Defect;Synthetic Rescue
P10659	P19358	0	Negative Genetic;Phenotypic Enhancement;Phenotypic Suppression;Synthetic Growth Defect;Synthetic Lethality
P10644	P13861	0	Negative Genetic
P10614	Q12452	0	Negative Genetic
P10614	Q12091	0	Dosage Rescue;Negative Genetic;Synthetic Lethality
P10614	Q03529	0	Negative Genetic;Synthetic Lethality
P10614	P53199	0	Positive Genetic
P10614	P53045	0	Synthetic Rescue
P10614	P40312	0	Negative Genetic
P10614	P38604	0	Synthetic Growth Defect
P10614	P32476	0	Phenotypic Enhancement
P10614	P32377	0	Negative Genetic;Synthetic Growth Defect
P10614	P32353	0	Positive Genetic;Synthetic Growth Defect;Synthetic Rescue
P10614	P16603	0	Synthetic Lethality
P10592	Q12118	0	Negative Genetic
P10592	P38910	0	Positive Genetic
P10592	P25491	0	Negative Genetic;Synthetic Lethality
P10592	P25294	0	Phenotypic Suppression
P10592	P22202	0	Phenotypic Enhancement;Synthetic Lethality
P10592	P16474	0	Negative Genetic;Positive Genetic
P10592	P15705	0	Synthetic Lethality
P10592	P15108	0	Phenotypic Enhancement
P10591	P47103	0	Phenotypic Enhancement
P10591	P38260	0	Dosage Rescue;Negative Genetic;Phenotypic Enhancement
P10591	P32589	0	Phenotypic Suppression
P10591	P31539	0	Dosage Rescue;Phenotypic Enhancement;Phenotypic Suppression
P10591	P25491	0	Dosage Growth Defect;Dosage Rescue;Phenotypic Enhancement;Synthetic Lethality
P10591	P25294	0	Dosage Growth Defect;Phenotypic Enhancement;Synthetic Rescue
P10591	P22202	0	Phenotypic Enhancement;Synthetic Lethality
P10591	P17967	0	Phenotypic Enhancement
P10591	P15705	0	Phenotypic Enhancement;Synthetic Lethality
P10591	P14126	0	Synthetic Lethality
P10591	P11484	0	Dosage Lethality;Phenotypic Suppression
P10591	P10592	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect;Synthetic Lethality
P10566	Q07540	0	Synthetic Growth Defect;Synthetic Lethality
P10566	Q01926	0	Dosage Rescue
P10566	P47818	0	Dosage Lethality;Dosage Rescue;Phenotypic Suppression;Synthetic Growth Defect
P10566	P40416	0	Dosage Lethality
P10566	P38127	0	Dosage Rescue;Phenotypic Enhancement;Phenotypic Suppression
P10566	P23500	0	Negative Genetic;Phenotypic Enhancement;Synthetic Growth Defect
P10507	P40051	0	Synthetic Growth Defect
P10507	P32898	0	Negative Genetic;Synthetic Lethality
P10507	P11914	0	Negative Genetic
P10443	P28905	0	Positive Genetic
P10443	P28632	0	Negative Genetic
P10443	P28630	0	Negative Genetic
P10443	P21189	0	Positive Genetic
P10441	P45395	0	Positive Genetic
P10441	P24205	0	Negative Genetic
P10415	Q14790	0	Phenotypic Suppression
P10415	P42575	0	Phenotypic Suppression
P10415	P11802	0	Negative Genetic
P10408	P69428	0	Positive Genetic
P10408	P69423	0	Positive Genetic
P10408	P27434	0	Negative Genetic
P10384	Q47146	0	Positive Genetic
P10378	P17315	0	Positive Genetic
P10363	P46957	0	Negative Genetic
P10363	P38630	0	Positive Genetic
P10363	P38251	0	Negative Genetic
P10363	P38121	0	Negative Genetic
P10363	P29496	0	Negative Genetic
P10363	P26754	0	Negative Genetic
P10363	P25847	0	Negative Genetic
P10363	P25454	0	Negative Genetic;Phenotypic Enhancement
P10363	P20457	0	Negative Genetic;Synthetic Lethality
P10363	P15436	0	Negative Genetic;Synthetic Growth Defect
P10356	P38840	0	Phenotypic Enhancement
P10355	P28778	0	Synthetic Rescue
P10355	P17558	0	Synthetic Rescue
P10355	P10834	0	Dosage Rescue;Synthetic Rescue
P10127	Q05016	0	Negative Genetic
P10127	Q02207	0	Negative Genetic
P10127	P52910	0	Negative Genetic
P10127	P41338	0	Negative Genetic
P10127	P38113	0	Negative Genetic;Phenotypic Enhancement
P10127	P32771	0	Phenotypic Enhancement
P10127	P32327	0	Positive Genetic
P10121	P10408	0	Positive Genetic
P10081	Q08920	0	Negative Genetic
P10081	P53235	0	Negative Genetic
P10081	P38912	0	Negative Genetic
P10081	P38798	0	Negative Genetic
P10081	P38431	0	Negative Genetic
P10081	P38249	0	Negative Genetic
P10081	P36008	0	Negative Genetic
P10081	P32497	0	Negative Genetic
P10081	P32481	0	Negative Genetic
P10081	P32324	0	Positive Genetic
P10081	P30771	0	Negative Genetic
P10081	P25443	0	Negative Genetic
P10081	P20459	0	Negative Genetic;Positive Genetic
P10041	Q9VUX2	0	Phenotypic Enhancement
P0DMM9	Q06520	0	Negative Genetic
P0DMM9	P50226	0	Negative Genetic
P0DMM9	P50225	0	Negative Genetic
P0DKM0	Q9VTM5	0	Phenotypic Suppression
P0DI81	Q9UL33	0	Positive Genetic
P0DI81	Q9H0U4	0	Positive Genetic
P0DI81	Q96Q05	0	Negative Genetic
P0DI81	Q8IUR0	0	Positive Genetic
P0DI81	Q7Z392	0	Positive Genetic
P0DI81	P62820	0	Positive Genetic
P0DI81	P48553	0	Negative Genetic
P0CX84	Q3E792	0	Phenotypic Suppression
P0CX84	Q02892	0	Positive Genetic
P0CX84	Q02608	0	Positive Genetic
P0CX84	Q01855	0	Negative Genetic
P0CX84	P53742	0	Positive Genetic
P0CX84	P47150	0	Negative Genetic
P0CX84	P40991	0	Positive Genetic
P0CX84	P38011	0	Negative Genetic
P0CX84	P35691	0	Negative Genetic
P0CX84	P32892	0	Negative Genetic
P0CX84	P25808	0	Positive Genetic
P0CX84	P23301	0	Positive Genetic
P0CX84	P20081	0	Negative Genetic
P0CX82	Q12080	0	Negative Genetic
P0CX82	Q06709	0	Negative Genetic
P0CX82	Q04660	0	Negative Genetic
P0CX82	Q04311	0	Positive Genetic
P0CX82	P46654	0	Negative Genetic
P0CX82	P40314	0	Negative Genetic
P0CX82	P38883	0	Negative Genetic
P0CX82	P38803	0	Negative Genetic
P0CX82	P33759	0	Positive Genetic
P0CX82	P23301	0	Negative Genetic
P0CX55	Q07915	0	Positive Genetic
P0CX55	Q06287	0	Synthetic Growth Defect
P0CX55	Q05636	0	Negative Genetic
P0CX55	Q04305	0	Negative Genetic
P0CX55	P49626	0	Negative Genetic
P0CX55	P47047	0	Negative Genetic
P0CX55	P43535	0	Negative Genetic
P0CX55	P36528	0	Negative Genetic
P0CX55	P36520	0	Negative Genetic
P0CX55	P33442	0	Positive Genetic
P0CX55	P33309	0	Negative Genetic;Synthetic Growth Defect
P0CX55	P32769	0	Negative Genetic
P0CX55	P21771	0	Negative Genetic
P0CX55	P0CX82	0	Negative Genetic
P0CX53	Q02256	0	Dosage Rescue
P0CX53	P38011	0	Negative Genetic
P0CX53	P36105	0	Positive Genetic
P0CX53	P33309	0	Dosage Rescue;Negative Genetic
P0CX53	P33201	0	Negative Genetic
P0CX53	P29478	0	Negative Genetic
P0CX53	P23248	0	Positive Genetic
P0CX51	Q3E772	0	Negative Genetic
P0CX51	Q08972	0	Negative Genetic
P0CX51	Q06679	0	Negative Genetic
P0CX51	Q04305	0	Negative Genetic
P0CX51	P53937	0	Negative Genetic
P0CX51	P53317	0	Positive Genetic
P0CX51	P47077	0	Negative Genetic
P0CX51	P46654	0	Positive Genetic
P0CX51	P41805	0	Positive Genetic
P0CX51	P40217	0	Positive Genetic
P0CX51	P40055	0	Negative Genetic
P0CX51	P38912	0	Negative Genetic
P0CX51	P38431	0	Synthetic Rescue
P0CX51	P38011	0	Negative Genetic
P0CX51	P36526	0	Negative Genetic
P0CX51	P36008	0	Negative Genetic
P0CX51	P33442	0	Positive Genetic
P0CX51	P33322	0	Positive Genetic
P0CX51	P33309	0	Dosage Rescue;Negative Genetic;Synthetic Growth Defect
P0CX51	P32769	0	Negative Genetic
P0CX51	P25443	0	Negative Genetic
P0CX51	P20081	0	Negative Genetic
P0CX51	P14126	0	Negative Genetic
P0CX49	P46990	0	Negative Genetic
P0CX49	P41058	0	Positive Genetic
P0CX49	P35691	0	Positive Genetic
P0CX49	P32905	0	Negative Genetic
P0CX49	P0CX84	0	Negative Genetic
P0CX49	P0CX82	0	Negative Genetic
P0CX47	Q3E757	0	Positive Genetic
P0CX47	Q12672	0	Positive Genetic
P0CX47	Q12460	0	Positive Genetic
P0CX47	Q12035	0	Positive Genetic
P0CX47	Q08965	0	Positive Genetic
P0CX47	Q08745	0	Positive Genetic
P0CX47	Q07915	0	Positive Genetic
P0CX47	Q06090	0	Negative Genetic
P0CX47	Q04305	0	Negative Genetic
P0CX47	Q04177	0	Negative Genetic
P0CX47	Q02608	0	Negative Genetic
P0CX47	Q01662	0	Positive Genetic
P0CX47	P47150	0	Negative Genetic
P0CX47	P47089	0	Negative Genetic
P0CX47	P46784	0	Positive Genetic
P0CX47	P46655	0	Positive Genetic
P0CX47	P41805	0	Positive Genetic
P0CX47	P41058	0	Positive Genetic
P0CX47	P41057	0	Positive Genetic
P0CX47	P39015	0	Negative Genetic
P0CX47	P38961	0	Positive Genetic
P0CX47	P36533	0	Negative Genetic
P0CX47	P33442	0	Positive Genetic
P0CX47	P33309	0	Negative Genetic;Synthetic Growth Defect
P0CX47	P32905	0	Positive Genetic
P0CX47	P32769	0	Negative Genetic
P0CX47	P32611	0	Negative Genetic
P0CX47	P32481	0	Positive Genetic
P0CX47	P26321	0	Positive Genetic
P0CX47	P25443	0	Positive Genetic
P0CX47	P25038	0	Positive Genetic
P0CX47	P20081	0	Positive Genetic
P0CX47	P16370	0	Positive Genetic
P0CX47	P15646	0	Negative Genetic
P0CX47	P14127	0	Positive Genetic
P0CX47	P0CX55	0	Positive Genetic
P0CX47	P0CX51	0	Positive Genetic
P0CX45	Q12690	0	Positive Genetic
P0CX45	Q12672	0	Positive Genetic
P0CX45	Q12532	0	Negative Genetic
P0CX45	Q03049	0	Negative Genetic
P0CX45	P53937	0	Negative Genetic
P0CX45	P41057	0	Positive Genetic
P0CX45	P40525	0	Positive Genetic
P0CX45	P39007	0	Negative Genetic
P0CX45	P38711	0	Negative Genetic
P0CX45	P36528	0	Negative Genetic
P0CX45	P36160	0	Positive Genetic
P0CX45	P25642	0	Negative Genetic
P0CX45	P25626	0	Positive Genetic
P0CX45	P12385	0	Negative Genetic
P0CX43	Q08962	0	Positive Genetic
P0CX43	P38353	0	Negative Genetic
P0CX43	P38011	0	Synthetic Growth Defect
P0CX43	P36008	0	Negative Genetic
P0CX43	P29453	0	Negative Genetic
P0CX43	P25038	0	Negative Genetic
P0CX43	P0CX82	0	Negative Genetic
P0CX41	Q12522	0	Negative Genetic
P0CX41	Q07915	0	Positive Genetic
P0CX41	Q06338	0	Dosage Rescue;Negative Genetic;Synthetic Growth Defect
P0CX41	P53937	0	Negative Genetic
P0CX41	P53893	0	Negative Genetic
P0CX41	P41056	0	Positive Genetic
P0CX41	P40992	0	Positive Genetic
P0CX41	P38344	0	Positive Genetic
P0CX41	P38011	0	Negative Genetic
P0CX41	P35179	0	Negative Genetic
P0CX41	P35178	0	Positive Genetic
P0CX41	P33309	0	Synthetic Growth Defect
P0CX41	P32916	0	Positive Genetic
P0CX41	P32915	0	Negative Genetic
P0CX41	P32611	0	Negative Genetic
P0CX41	P29547	0	Negative Genetic
P0CX41	P0CX51	0	Negative Genetic
P0CX41	P0CX49	0	Negative Genetic
P0CX39	Q12285	0	Negative Genetic
P0CX39	Q12149	0	Positive Genetic
P0CX39	Q08492	0	Positive Genetic
P0CX39	Q06287	0	Negative Genetic
P0CX39	Q04599	0	Negative Genetic
P0CX39	P53251	0	Positive Genetic
P0CX39	P53131	0	Negative Genetic
P0CX39	P47047	0	Positive Genetic
P0CX39	P46948	0	Positive Genetic
P0CX39	P38961	0	Positive Genetic
P0CX39	P38930	0	Negative Genetic
P0CX39	P38912	0	Negative Genetic
P0CX39	P38879	0	Synthetic Growth Defect
P0CX39	P38801	0	Positive Genetic
P0CX39	P38711	0	Positive Genetic
P0CX39	P38011	0	Positive Genetic
P0CX39	P34078	0	Positive Genetic
P0CX39	P33322	0	Negative Genetic
P0CX39	P33309	0	Negative Genetic;Synthetic Growth Defect
P0CX39	P33201	0	Positive Genetic
P0CX39	P32904	0	Positive Genetic
P0CX39	P32769	0	Negative Genetic
P0CX39	P32611	0	Positive Genetic
P0CX39	P32481	0	Positive Genetic
P0CX39	P26784	0	Negative Genetic
P0CX39	P25039	0	Positive Genetic
P0CX39	P20081	0	Positive Genetic
P0CX39	P15646	0	Positive Genetic
P0CX39	P0CX53	0	Positive Genetic
P0CX39	P0CX47	0	Positive Genetic
P0CX37	Q3E757	0	Positive Genetic
P0CX37	Q12672	0	Positive Genetic
P0CX37	Q12460	0	Negative Genetic
P0CX37	Q04305	0	Negative Genetic
P0CX37	Q04067	0	Negative Genetic
P0CX37	Q03973	0	Negative Genetic;Synthetic Growth Defect
P0CX37	Q03195	0	Negative Genetic
P0CX37	P53937	0	Negative Genetic
P0CX37	P53927	0	Positive Genetic
P0CX37	P53893	0	Positive Genetic
P0CX37	P53875	0	Positive Genetic
P0CX37	P47089	0	Negative Genetic
P0CX37	P43639	0	Negative Genetic
P0CX37	P43588	0	Negative Genetic
P0CX37	P41805	0	Positive Genetic
P0CX37	P41057	0	Positive Genetic
P0CX37	P40217	0	Negative Genetic;Positive Genetic
P0CX37	P38912	0	Negative Genetic
P0CX37	P38754	0	Positive Genetic
P0CX37	P38011	0	Negative Genetic
P0CX37	P36160	0	Positive Genetic
P0CX37	P35207	0	Negative Genetic
P0CX37	P33759	0	Positive Genetic
P0CX37	P33442	0	Positive Genetic
P0CX37	P33309	0	Negative Genetic;Synthetic Growth Defect
P0CX37	P32905	0	Positive Genetic
P0CX37	P32769	0	Negative Genetic;Synthetic Growth Defect
P0CX37	P32611	0	Negative Genetic
P0CX37	P32497	0	Negative Genetic
P0CX37	P26786	0	Positive Genetic
P0CX37	P26321	0	Positive Genetic
P0CX37	P24000	0	Negative Genetic
P0CX37	P23301	0	Negative Genetic
P0CX37	P20459	0	Positive Genetic
P0CX37	P20081	0	Negative Genetic;Positive Genetic
P0CX37	P15646	0	Negative Genetic
P0CX37	P10081	0	Negative Genetic
P0CX37	P0CX82	0	Positive Genetic
P0CX37	P0CX51	0	Positive Genetic
P0CX37	P0CX47	0	Positive Genetic
P0CX37	P0CX41	0	Positive Genetic
P0CX35	Q04305	0	Negative Genetic
P0CX35	Q02793	0	Negative Genetic
P0CX35	P53859	0	Positive Genetic
P0CX35	P53131	0	Negative Genetic
P0CX35	P47077	0	Positive Genetic
P0CX35	P46784	0	Positive Genetic
P0CX35	P43588	0	Negative Genetic
P0CX35	P38912	0	Negative Genetic
P0CX35	P36520	0	Negative Genetic
P0CX35	P33309	0	Negative Genetic;Synthetic Growth Defect
P0CX35	P32769	0	Negative Genetic
P0CX35	P32481	0	Positive Genetic
P0CX35	P32324	0	Negative Genetic
P0CX35	P26321	0	Positive Genetic
P0CX35	P23301	0	Negative Genetic
P0CX35	P0CX55	0	Positive Genetic
P0CX33	Q08199	0	Negative Genetic
P0CX33	Q04599	0	Negative Genetic
P0CX33	P53235	0	Negative Genetic
P0CX33	P53111	0	Negative Genetic
P0CX33	P49626	0	Negative Genetic
P0CX33	P47089	0	Negative Genetic
P0CX33	P46784	0	Positive Genetic
P0CX33	P40449	0	Negative Genetic
P0CX33	P40160	0	Positive Genetic
P0CX33	P39729	0	Negative Genetic
P0CX33	P38912	0	Negative Genetic
P0CX33	P38011	0	Negative Genetic
P0CX33	P36520	0	Negative Genetic
P0CX33	P33309	0	Dosage Rescue;Negative Genetic;Phenotypic Suppression;Synthetic Growth Defect
P0CX33	P32905	0	Positive Genetic
P0CX33	P32769	0	Negative Genetic;Synthetic Growth Defect
P0CX33	P26321	0	Positive Genetic
P0CX33	P25443	0	Positive Genetic
P0CX33	P20081	0	Negative Genetic
P0CX33	P14126	0	Negative Genetic
P0CX33	P0CX82	0	Negative Genetic
P0CX33	P0CX47	0	Positive Genetic
P0CX33	P0CX39	0	Positive Genetic
P0CX33	P0CX37	0	Positive Genetic
P0CX31	Q3E772	0	Negative Genetic
P0CX31	Q12285	0	Negative Genetic
P0CX31	P53859	0	Negative Genetic
P0CX31	P53276	0	Negative Genetic
P0CX31	P38882	0	Negative Genetic
P0CX31	P38011	0	Negative Genetic
P0CX31	P36048	0	Negative Genetic
P0CX31	P33309	0	Negative Genetic;Synthetic Growth Defect
P0CX31	P32769	0	Negative Genetic
P0CX31	P32495	0	Negative Genetic
P0CX31	P32324	0	Negative Genetic
P0CX31	P14126	0	Negative Genetic
P0CX31	P10664	0	Negative Genetic
P0CX29	Q08421	0	Negative Genetic
P0CX29	Q06090	0	Negative Genetic
P0CX29	Q05863	0	Negative Genetic
P0CX29	Q01855	0	Positive Genetic
P0CX29	P53859	0	Positive Genetic
P0CX29	P47089	0	Negative Genetic
P0CX29	P39939	0	Positive Genetic
P0CX29	P38912	0	Negative Genetic
P0CX29	P36526	0	Negative Genetic
P0CX29	P33442	0	Positive Genetic
P0CX29	P33309	0	Negative Genetic;Synthetic Growth Defect
P0CX29	P32769	0	Negative Genetic
P0CX29	P32611	0	Negative Genetic
P0CX29	P32481	0	Positive Genetic
P0CX29	P23301	0	Negative Genetic
P0CX29	P10081	0	Negative Genetic
P0CX29	P0CX82	0	Positive Genetic
P0CX29	P0CX49	0	Positive Genetic
P0CX29	P0CX47	0	Positive Genetic
P0CX29	P0CX35	0	Positive Genetic
P0CX27	P38011	0	Negative Genetic
P0CX27	P35207	0	Phenotypic Suppression
P0CX25	Q12068	0	Negative Genetic
P0CX25	Q04373	0	Dosage Rescue;Phenotypic Suppression
P0CX25	P53937	0	Negative Genetic
P0CX25	P46655	0	Positive Genetic
P0CX25	P46654	0	Negative Genetic
P0CX25	P39677	0	Negative Genetic
P0CX25	P38861	0	Negative Genetic
P0CX25	P38011	0	Negative Genetic
P0CX25	P33309	0	Dosage Rescue
P0CX25	P33201	0	Negative Genetic
P0CX25	P32904	0	Negative Genetic
P0CX25	P10664	0	Negative Genetic
P0CX25	P0CX49	0	Negative Genetic
P0CX23	P41058	0	Negative Genetic
P0CX23	P38011	0	Negative Genetic
P0CX23	P33309	0	Negative Genetic
P0CX23	P0CX55	0	Positive Genetic
P0CX23	P0CX51	0	Positive Genetic
P0CX23	P0CX47	0	Positive Genetic
P0CX23	P0CX39	0	Negative Genetic
P0CX23	P0CX37	0	Positive Genetic
P0CX23	P0CX35	0	Positive Genetic
P0CX23	P0CX25	0	Positive Genetic
P0CT04	P38841	0	Phenotypic Enhancement
P0CT04	P18759	0	Phenotypic Enhancement
P0CS90	Q05931	0	Dosage Rescue
P0CS90	Q03020	0	Negative Genetic
P0CS90	Q02889	0	Negative Genetic
P0CS90	Q02776	0	Negative Genetic
P0CS90	Q01852	0	Dosage Rescue;Negative Genetic;Synthetic Lethality
P0CS90	P42844	0	Dosage Rescue
P0CS90	P39987	0	Phenotypic Suppression;Synthetic Growth Defect
P0CS90	P39515	0	Dosage Rescue;Synthetic Lethality
P0CS90	P38523	0	Dosage Lethality;Negative Genetic
P0CS90	P36147	0	Negative Genetic;Synthetic Growth Defect;Synthetic Lethality
P0CS90	P33416	0	Dosage Rescue;Synthetic Growth Defect
P0CS90	P32897	0	Negative Genetic;Synthetic Growth Defect
P0CS90	P32795	0	Negative Genetic
P0CS90	P25491	0	Positive Genetic
P0CS90	P15108	0	Synthetic Growth Defect
P0CS90	P14693	0	Negative Genetic
P0CH08	Q3E754	0	Positive Genetic
P0CH08	Q12690	0	Negative Genetic
P0CH08	Q12672	0	Positive Genetic
P0CH08	Q12377	0	Negative Genetic
P0CH08	Q12306	0	Dosage Rescue;Negative Genetic;Synthetic Growth Defect
P0CH08	Q12250	0	Negative Genetic
P0CH08	Q08972	0	Negative Genetic
P0CH08	Q08199	0	Negative Genetic
P0CH08	Q04311	0	Negative Genetic
P0CH08	Q01939	0	Negative Genetic
P0CH08	P46990	0	Positive Genetic
P0CH08	P43588	0	Negative Genetic
P0CH08	P40525	0	Positive Genetic
P0CH08	P39940	0	Negative Genetic
P0CH08	P38886	0	Negative Genetic
P0CH08	P36037	0	Negative Genetic
P0CH08	P35691	0	Negative Genetic
P0CH08	P33309	0	Negative Genetic
P0CH08	P33299	0	Positive Genetic
P0CH08	P30657	0	Negative Genetic
P0CH08	P30656	0	Negative Genetic
P0CH08	P26785	0	Positive Genetic
P0CH08	P26784	0	Positive Genetic
P0CH08	P23301	0	Negative Genetic
P0CH08	P23248	0	Positive Genetic
P0CH08	P22515	0	Dosage Rescue
P0CH08	P21243	0	Negative Genetic
P0CH08	P21242	0	Negative Genetic
P0CH08	P20081	0	Negative Genetic
P0CH08	P15731	0	Negative Genetic
P0CH08	P14682	0	Negative Genetic
P0CH08	P0CX45	0	Positive Genetic
P0CH08	P0CX37	0	Positive Genetic
P0CH08	P0CX35	0	Positive Genetic
P0CH08	P0CX33	0	Positive Genetic
P0CH08	P0CX29	0	Negative Genetic
P0CG63	Q12377	0	Negative Genetic
P0CG63	Q12250	0	Negative Genetic
P0CG63	Q08723	0	Negative Genetic
P0CG63	Q01476	0	Synthetic Rescue
P0CG63	P54787	0	Negative Genetic;Phenotypic Suppression
P0CG63	P53549	0	Negative Genetic
P0CG63	P43593	0	Dosage Rescue;Negative Genetic;Phenotypic Enhancement;Synthetic Rescue
P0CG63	P43588	0	Negative Genetic
P0CG63	P40327	0	Phenotypic Suppression;Synthetic Rescue
P0CG63	P40303	0	Synthetic Rescue
P0CG63	P40087	0	Phenotypic Suppression
P0CG63	P39940	0	Dosage Rescue;Phenotypic Suppression
P0CG63	P38701	0	Negative Genetic
P0CG63	P38237	0	Negative Genetic;Synthetic Rescue
